id,metadata,first_sentence,moves
242,"Avci, R.a , GÃ¼Ã§ray, S.S.b  The relationships among interparental conflict, peer, media effects and the violence behaviour of adolescents: The mediator role of attitudes towards violence [Ebeveynler arasi{dotless} Ã§ati{dotless}Åma, akran ve medya etkileri ile ergenlerdeki Åiddet davrani{dotless}Åi{dotless} arasi{dotless}ndaki Ä°liÅkiler: Åiddete yÃ¶nelik tutumlari{dotless}n araci{dotless} rolÃ¼] (2013) Kuram ve Uygulamada Egitim Bilimleri, 13 (4), pp. 2005-2015.","The aim of this research is to investigate interparental conflict, peer and media effects and its direct relationship with the violence behaviour of adolescents and the mediator role of attitudes towards violence.",<2> <3> <3> <3> <4> <4> <5> <5> <5>
243,"Crone, T.S., Portillo, M.C. Jigsaw variations and attitudes about learning and the self in cognitive psychology (2013) Teaching of Psychology, 40 (3), pp. 246-251.",Jigsaw classroom research has primarily explored racial relationships at the primary and secondary educational levels.,<2> <2> <2> <3> <3> <3> <4> <4> <4>
244,"Cutts, B.B.a , Moore, N.b , Fox-Gowda, A.c , Knox, A.C.d , Kinzig, A.e  Testing neighborhood, information seeking, and attitudes as explanations of environmental knowledge using random forest and conditional inference models (2013) Professional Geographer, 65 (4), pp. 561-579.","This article tests the explanatory power and interactions among five alternative explanations of environmental knowledge: (1) local information availability, (2) neighborhood characteristics, (3) environmental attitudes, (4) personal empowerment, and (5) information seeking.",<2> <2> <1> <1> <1> <1>
245,"Ngcobo, S. Educators' attitudes towards the role of isiZulu in education: Additive rather than exclusive (2013) Southern African Linguistics and Applied Language Studies, 31 (2), pp. 185-205.",It is crucial to find out if African educators are ready to embrace the language in education policy that should mostly benefit the education of African children.,<1> <1> <4> <4> <4> <5> <5> <5>
246,"Tamam, E.a , Idris, F.b , Tien, W.Y.M.c , Ahmad, M.A.a  Influence of expectation and campus racial climate on undergraduates' interracial interaction (2013) Asia Pacific Journal of Education, 33 (3), pp. 295-309.","In this study, the authors examine the influence of interracial interaction expectation and campus racial climate perception on attitudes toward interracial interaction which, in turn, influences the levels of interracial interaction among students at a multicultural university in Malaysia.",<2> <1> <3> <4> <4> <4> <4> <5> <5> <5>
247,"Wigglesworth, G., Billington, R. Teaching creole-speaking children: Issues, concerns and resolutions for the classroom (2013) Australian Review of Applied Linguistics, 36 (3), pp. 234-249.",There are now significant numbers of children who speak a language other than English when they enter the formal school system in Australia.,<1> <1> <1> <1> <1> <1> <2>
248,"Wilson, S.G. The flipped class: A method to address the challenges of an undergraduate statistics course (2013) Teaching of Psychology, 40 (3), pp. 193-199.",Undergraduate statistics courses are perceived as challenging by both students and instructors.,<1> <1> <2> <2> <4> <4> <4>
249,"Muravyeva, M. 'Till death us do part': Spousal homicide in early modern russia (2013) History of the Family, 18 (3), pp. 306-330.","The history of domestic violence, let alone domestic homicide, in Russia has yet to be written.",<1> <1> <1> <4> <4> <4> <4> <4> <4> <4>
250,"Waldman, D.A.a , Galvin, B.M.b , Walumbwa, F.O.a  The development of motivation to lead and leader role identity (2013) Journal of Leadership and Organizational Studies, 20 (2), pp. 156-168.",Leadership development has been continually recognized by organizations as a competence and a mind-set that is worthy of substantial time and resources.,<1> <1> <1> <4> <4> <4> <4>
251,"Caruso, R.a , Di Domizio, M.b  International hostility and aggressiveness on the soccer pitch: Evidence from European Championships and World Cups for the period 2000-2012 (2013) International Area Studies Review, 16 (3), pp. 262-273. Cited 1 time.",Some researchers consider soccer matches as the stylization of a war in other battlefields.,<1> <1> <2> <3> <3> <3> <4> <4> <4>
252,"Sellwood, J.a , Angelo, D.b  Everywhere and nowhere: Invisibility of aboriginal and Torres Strait Islander contact languages in education and indigenous language contexts (2013) Australian Review of Applied Linguistics, 36 (3), pp. 250-266.","The language ecologies of Aboriginal and Torres Strait Islander communities in Queensland are characterised by widespread language shift to contact language varieties, yet they remain largely invisible in discourses involving Indigenous languages and education.",<1> <1> <1> <1> <1> <5>
253,"Wishart, J.R. A history of the Shetland Archives (2013) Journal of the Society of Archivists, 34 (1), pp. 84-94.","Exploring the history of how a local archive comes to exist, and indeed its pre-history, is important for understanding its ethos and direction.",<1> <1> <2> <1> <1> <1> <1> <1>
254,"CoÅkuntuncel, O. The use of alternative regression methods in social sciences and the comparison of least squares and M estimation methods in terms of the determination of coefficient [Sosyal bilimlerde alternatif regresyon yÃ¶ntemi kullani{dotless}mi{dotless} ve en kÃ¼Ã§Ã¼k kareler ile M tahmin yÃ¶ntemlerinin belirleyicilik katsayi{dotless}si{dotless} aÃ§i{dotless}si{dotless}ndan karÅi{dotless}laÅti{dotless}ri{dotless}lmasi{dotless}] (2013) Kuram ve Uygulamada Egitim Bilimleri, 13 (4), pp. 2151-2158.",The purpose of this study is two-fold; the first aim being to show the effect of outliers on the widely used least squares regression estimator in social sciences.,<2> <2> <3> <3> <3> <3> <3> <3> <4> <5> <5> <5>
255,"Fazal, S., Amin, A. Boatmen and status of Dal Lake and its environs: A tale of Srinagar (2013) Environment and Urbanization ASIA, 4 (1), pp. 73-92.","The paper explores how rapid urbanization in Srinagar (India) has led to the decay of the environment of Dal Lake - one of the most tourist frequented locations in India, and the impact it has had on the local aboriginal community of Hanjis who are dependent on the Lake for their livelihoods.",<2> <2> <2> <2> <2> <2> <2> <2>
256,"Ãnen, F.a , MuÅlu Kaygisiz, G.b  Prospective science teachers' self-efficacy beliefs about teaching science between 6-8 terms and the opinions on these beliefs [Fen bilgisi Ã¶Ç§retmen adaylari{dotless}ni{dotless}n 6-8. DÃ¶nemler arasi{dotless}ndaki fen Ã¶Ç§retimine yÃ¶nelik Ã¶z yeterlik Ä°nanÃ§lari{dotless} ve bu Ä°nanca Ä°liÅkin gÃ¶rÃ¼Åleri] (2013) Kuram ve Uygulamada Egitim Bilimleri, 13 (4), pp. 2449-2453.",The formal educational institutions and the society have an important function in acquiring a sense of self-efficacy.,<1> <1> <2> <3> <3> <3> <3> <3> <4> <4> <5> <5> <5>
257,"Miller, M.K.a , Chamberlain, J.b  How religious characteristics are related to attitudes toward GLB individuals and GLB rights (2013) Journal of GLBT Family Studies, 9 (5), pp. 449-473.","Two studies conducted in the United States investigated whether individuals' religious characteristics (e.g., orthodoxy, evangelism, literal interpretism, quest, extrinsic religiosity) affect their attitudes toward gay, lesbian, and bisexual (GLB) individuals and GLB rights (marriage, adoption, sexual behavior).",<2> <4> <4> <4> <5> <5> <5>
258,"Huang, Y.-M.a , Liang, T.-H.a , Chiu, C.-H.b  Gender differences in the reading of e-books: Investigating children's attitudes, reading behaviors and outcomes (2013) Educational Technology and Society, 16 (4), pp. 97-110.","As indicated by some studies, the problem of ""falling behind"" often exists when using computer-assisted learning with children, and gender may be a factor in this.",<1> <1> <1> <2> <3> <4> <3> <4> <4> <4> <4> <4>
259,"Ashley, G.a , Ramirez, O.a , Cort, M.b  Attitudes toward sexual abstinence among Black Seventh-Day Adventist college students (2013) Christian Higher Education, 12 (5), pp. 349-362.",The purpose of this study was to identify Black Seventh-Day Adventist (SDA) college students' attitudes toward the concept of sexual abstinence.,<2> <1> <3> <3> <4> <4> <4> <4> <5> <5> <5>
260,"Liew, T.W., Tan, S.-M., Jayothisa, C. The effects of peer-like and expert-like pedagogical agents on learners' agent perceptions, task-related attitudes, and learning achievement (2013) Educational Technology and Society, 16 (4), pp. 275-286.","The present study examined the impact of peer-like and expert-like agent stereotypes, as operationalized by agent's image and voice, on learners' agent perceptions, task-related attitudes, and learning achievement.",<2> <3> <3> <4> <5> <5> <5>
261,"Lanero, A.a , Luis VÃ¡zquez, J.a , PurificaciÃ³n GarcÃ­a, M.a , Alves, H.M.b  The perception of sustainability in the university: Implications for undergraduates' attitudes towards responsible consumption (2013) International Journal of Sustainability Education, 8 (1), pp. 131-141.","At a time when adaptation of professional profiles to the new socioeconomic needs has became a priority for the new structure of higher education in Europe, it seems pertinent to analyze the concept of sustainability in organizations held by students, as future workers in both the private and public sectors.",<1> <1> <2> <3> <4> <4> <5> <5> <5> <5> <5>
262,"Schlez, M. The merchants of Buenos Aires against neutral trade (1796-1806) [Los comerciantes de buenos aires frente al comercio con neutrales (1796-1806)] (2013) Temas Americanistas, 31, pp. 63-86.","The article analyzes the attitudes and reactions caused, among traders of Buenos Aires, allowing trade with neutral nations.",<2> <2>
263,"Newhouse, L. Working with Russian-Jewish immigrants in end-of-life care settings (2013) Journal of Social Work in End-of-Life and Palliative Care, 9 (4), pp. 331-342.",This article examines Russian-Jewish immigrant clients' attitudes toward death and dying in the context of today's health care system.,<2> <6> <5> <5> <5>
264,"Kamoen, N.a , Holleman, B.b , van den Bergh, H.b  Positive, negative, and bipolar questions: The effect of question polarity on ratings of text readability (2013) Survey Research Methods, 7 (3), pp. 181-189.","For decades, survey researchers have known that respondents give different answers to attitude questions worded positively (""X is good.",<1> <1> <1> <1> <1> <3> <4> <4> <5> <5> <5>
265,"De Molina, A.H.G. Jewish inmigration to cuba and the impact of European antisemitism. The case of St. Louis [La inmigraciÃ³n judÃ­a a cuba y el impacto del antisemitismo Europeo. El caso del St. Louis.] (2013) Temas Americanistas, 31, pp. 50-62.","Despite the tolerant attitude of Cuban society towards immigrants, the impact of anti-Semitic campaigns orchestrated from Europe was felt through the Cuban press, who responded against Jewish immigration.",<1> <1> <1> <1>
266,"Werts, A.B.a , Della Sala, M.b , Lindle, J.b , Horace, J.M.b , Brewer, C.b , Knoeppel, R.b  Education Stakeholders' Translation and Sense-Making of Accountability Policies (2013) Leadership and Policy in Schools, 12 (4), pp. 397-419.","Scholars of education policy have consistently found that the capacity, beliefs, and values of local actors affect the relative success or failure of policy implementation.",<1> <2> <4> <5> <5> <5>
267,"Hardy, J. Appraisal, environmental education, and environmental literacy (2013) International Journal of Sustainability Education, 8 (4), pp. 23-36.","This paper outlines and uses Appraisal (Martin & White, 2007), a linguistic framework for evaluative language, to analyse a newspaper article that represents Australian school students as being terrified by climate change lessons.",<2> <3> <3> <3> <6> <6> <6>
268,"PietikÃ¤inen, S., PitkÃ¤nen-Huhta, A. Multimodal literacy practices in the indigenous sÃ¡mi classroom: Children navigating in a complex multilingual setting (2013) Journal of Language, Identity and Education, 12 (4), pp. 230-247.",This article explores multimodal literacy practices in a transforming multilingual context of an indigenous and endangered S?mi language classroom.,<2> <2> <3> <5> <5> <5>
269,"Harrison, J. Building mounds. Longhouses, coastal mounds and cultural connections: Norway and the Northern isles, c ad 800-1200 (2013) Medieval Archaeology, 57 (1), pp. 35-60.",WHY WERE important Viking longhouses built on large mounds of sand and then repeatedly rebuilt in precisely the same apparently challenging location?,<1> <1> <1> <1> <1> <2> <2> <2>
270,"Bombelli, G.a , Soler, L.R.a , Waasaf, M.S.b  The language of evaluation: Paralinguistic features as a phonological domain for appraisal (2013) DELTA Documentacao de Estudos em Linguistica Teorica e Aplicada, 29 (2), pp. 267-280.","In this paper we explore the relationship between the language of evaluation and the use of paralinguistic features in reading aloud, relating Eggins & Slade's (1997) categories of appraisal with Brown's (1990) taxonomy of paralinguistic features.",<2> <2> <2> <2>
271,"Sinnema, C.E.L., Le Fevre, D., Robinson, V.M.J., Pope, D. When Others' Performance Just Isn't Good Enough: Educational Leaders' Framing of Concerns in Private and Public (2013) Leadership and Policy in Schools, 12 (4), pp. 301-336.",Effective instructional leadership demands that leaders address the inevitable problems and concerns that exist in any educational organization.,<1> <2> <3> <4> <4> <4> <4>
272,"Muthanna, A. A tragic educational experience: Academic injustice in higher education institutions in yemen (2013) Policy Futures in Education, 11 (5), pp. 532-537.",This article outlines the tragic educational experience of one Yemeni scholar who has been oppressed by the education policy that Yemeni university administrators are accustomed to implementing while employing candidates.,<2> <6> <6> <6> <6> <5>
273,"Fu, H.a , Chu, S.a , Kang, W.b  Affordances and constraints of a wiki for primary-school students' group projects (2013) Educational Technology and Society, 16 (4), pp. 85-96.",This study examined a wiki as a computer-supported collaborative learning (CSCL) environment at upper primary level.,<2> <3> <3> <4> <4> <4> <5> <5> <5>
274,"Crockett, B.a , Keleher, H.b , Rudd, A.a , Klein, R.a  c , Locke, B.a , Roussy, V.a  Using SMS as a harm reduction strategy: An evaluation of the RAGE (register and get educated) project (2013) Youth Studies Australia, 32 (3), .","The RAGE (Register And Get Educated) project explored the feasibility of SMS (Short Message Service) as a means of communicating harm-reduction messages in relation to alcohol and other drugs to young people residing in the City of Knox, Victoria.",<2> <3> <3> <3> <4> <4> <5>
275,"Parkhomenko, E.A. The influence of involvement in sports occupations on personal social relations in educational environment (2013) Teoriya i Praktika Fizicheskoy Kultury, (11), pp. 8-10.",Social relations are an essential condition of the individual's transformation into a personality.,<1> <1> <1> <1> <1> <2> <4> <2> <4> <4> <4>
276,"Morris, J. From 'peace by dictation' to international organisation: Great power responsibility and the creation of the United Nations (2013) International History Review, 35 (3), pp. 511-533.","This article examines the attitudes of US, British, and Soviet policy-makers as they planned for the forthcoming peace during the Second World War.",<2> <1> <1> <1> <1> <2> <2> <2>
277,"Uzunboylu, H., Hursen, C. Evaluation of teachers' attitudes and perceptions of competence regarding lifelong learning [Evaluacija nastavniÄkih stavova i poimanja kompetentnosti u pogledu cjeloÅ¾ivotnog uÄenja] (2013) Croatian Journal of Education, 15 (SPEC. EDITION 3), pp. 177-204.",This study investigated teachers' attitudes and perceptions of competence in relation to lifelong learning.,<2> <3> <4> <4>
278,"Denac, O.a , Äagran, B.a , Denac, J.b , Sicherl Kafol, B.b  Students' attitudes towards arts and cultural learning in the Slovenian educational system [stavovi studenata prema umjetniÄkom i kulturnom odgoju u slovenskom odgojno-obrazovnom sustavu] (2013) Croatian Journal of Education, 15 (SPEC. EDITION 3), pp. 39-72.",The paper presents the results of the research involving 552 university students from across Slovenia.,<2> <2> <4> <4> <1> <4> <4> <5>
279,"RuÅ¾iÄ Baf, M.a , RadetiÄ-PaiÄ, M.a , Zarevski, P.b  Future teachers' attitudes about certain aspects of information and communication technologies [Stavovi buduÄih uÄitelja o nekim aspektima informacijskih i komunikacijskih tehnologija] (2013) Croatian Journal of Education, 15 (SPEC. EDITION 3), pp. 149-175.",The use of information and communication technologies (ICT) has an important place within the process of education.,<1> <1> <1> <1> <2> <2> <2> <4>
280,"Kugler, M.B.a , Funk, F.b , Braun, J.c , Gollwitzer, M.c , Kay, A.C.d , Darley, J.M.b  Differences in punitiveness across three cultures: A test of American exceptionalism in justice attitudes (2013) Journal of Criminal Law and Criminology, 103 (4), pp. 1071-1114.",The United States has the highest incarceration rate in the world and a more punitive approach to criminal justice issues than comparable Western democracies.,<1> <1> <2> <3> <4> <4> <4> <4> <5> <5> <5>
281,"Dommett, E.J.a , Devonshire, I.M.b  c , Sewter, E.b , Greenfield, S.A.b  The impact of participation in a neuroscience course on motivational measures and academic performance (2013) Trends in Neuroscience and Education, 2 (3-4), pp. 122-138.",Previous work suggests how pupils view their intelligence (fixed or flexible) influences academic performance.,<2> <2> <2> <2> <3> <4> <4> <4> <4>
282,"Perdue, P.C. Nature and power: China and the Wider World (2013) Social Science History, 37 (3), pp. 373-391.","I discuss the references in Nature and Power to imperial China, especially its thorough discussion of key issues in China's environmental history, but I point out several limitations.",<1> <1> <1> <1> <1>
283,"Mawromatis, C.a  b  Tensions and convergence: Contemporary urban design as an alternative to urban sprawl [Tensiones y convergencia: El diseÃ±o urbano contemporÃ¡neo como alternativa a la ciudad dispersa y difusa] (2013) Revista INVI, 28 (79), pp. 125-163.","Over the last three decades, the discipline of urban design has been experiencing a phenomenon revealing a more comprehensive and sustainable conception of urban growth, becoming a real and feasible alternative to sprawl.",<1> <1> <2> <1> <1>
284,"Yang, D.F., Catterall, J., Davis, J. Supporting new students from vocational education and training: Finding a reusable solution to address recurring learning difficulties in e-learning (2013) Australasian Journal of Educational Technology, 29 (5), pp. 640-650.","This paper reports on a project that investigated the first year, online experiences of vocational education and training (VET) pathway students studying at university.",<2> <1> <2> <4> <4> <4> <5> <5> <5> <5> <5>
285,"Petermann, S., SchÃ¶nwÃ¤lder, K. Transnationalism within? The social networks of urban Germans [Transnationalismus im Innern? Die sozialen Netzwerke deutscher Stadtbewohner(innen)] (2013) Soziale Welt, 64 (3), pp. 317-335.",To what extent and in what ways have immigration and the growth of global connectedness made the social interactions of individuals more transnational?,<1> <1> <1> <2> <3> <4> <4> <4> <4> <4> <5> <3>
286,"Shieh, C.-J.a , Liao, Y.b , Hu, R.b  Web-based instruction, learning effectiveness and learning behavior: The impact of relatedness (2013) Eurasia Journal of Mathematics, Science and Technology Education, 9 (4), pp. 405-410.",This study aims to discuss the effects of Web-based Instruction and Learning Behavior on Learning Effectiveness.,<2> <1> <1> <3> <4> <5> <5> <5>
287,"McClive, C. Engendrer le tabou. L'interprÃ©tation du lÃ©vitique 15, 18-19 et 20-18 et de la menstruation sous L'ancien rÃ©gime (2013) Annales de Demographie Historique, 125 (1), pp. 165-210.","This article criticises the traditional representation of early modern elite male attitudes towards menstruation as misogynist, arguing that a fuller and more nuanced analysis of such attitudes is needed.",<2> <2> <3> <4> <4> <4> <4> <4>
288,"Garagozov, R. Implicit measures of attitude change via narrative intervention in the Karabakh conflict (2013) Dynamics of Asymmetric Conflict: Pathways toward Terrorism and Genocide, 6 (1-3), pp. 98-109.","Based on the narrative approach to interethnic conflicts, the article examines the effect of different types of narratives on Azerbaijani attitudes toward Armenians.",<1> <1> <1> <4> <4> <5> <5> <5>
289,"Hobbs, R., Donnelly, K., Friesem, J., Moen, M. Learning to engage: how positive attitudes about the news, media literacy, and video production contribute to adolescent civic engagement (2013) Educational Media International, 50 (4), pp. 231-246.","Many students enroll in video production courses in high school as part of a vocational, career, or technical program.",<1> <1> <2> <4> <5> <5> <5> <5>
290,"Tindall, D. Creating disability awareness through sport: exploring the participation, attitudes and perceptions of post-primary female students in Ireland (2013) Irish Educational Studies, 32 (4), pp. 457-475.","According to research, negative attitudes and perceptions towards people with disabilities begin to emerge early in one's development creating one of the most difficult barriers encountered by children with disabilities; those expressed by their peers.",<1> <1> <1> <2> <4> <4> <4> <4> <4>
291,"Fabrizio, S.a , Faccioli, F.a , Fazzi, G.b , Marconi, F.a , Martire, F.a  Just for fun? Alcohol and drugs in youth lifestyles: a survey (2013) International Review of Sociology, 23 (3), pp. 622-646.","The article presents an analysis of the relationship between young people and alcohol and drug use, examining both their attitudes and behaviors.",<2> <1> <2> <4> <4> <2> <4> <4> <4>
292,"Paulovics, A. Legal rules on the protection of animals in Hungary (2013) Danube, 2013 (3), pp. 219-229.","For centuries, man, as an important part of nature, has caused irreparable damage to its equilibrium.",<1> <1> <1> <1> <1> <1> <1> <1> <5> <5>
293,"Bora, A.-A. The private use of the social networks by the civil servants - A possible ""achilles' heel"" of personal data protection in public order and security institutions? (2013) Masaryk University Journal of Law and Technology, 7 (2), pp. 347-360.","Public order and security systems represent structures in which both protection of classified information and protection of personal data are strictly regulated by laws, internal regulations and concrete measures to protect computer communication networks.",<1> <3> <3> <4> <4> <4> <5>
294,"Turturro, C.L., Otters, R.V. Attitudes towards working with older adults: Differences between African American and white social work students (2013) International Journal of Diverse Identities, 12 (4), pp. 37-47.","As elsewhere in the world, the population of the United States (U.S.) is rapidly aging, with over one in four persons predicted to be over 60 by 2050.",<1> <1> <3> <3> <3> <3> <4> <4> <5> <5> <5>
295,"Sabokrouh, F. The effect of EFL teachers' attitude toward English language and English language proficiency on their sense of efficacy (2014) English Language Teaching, 7 (1), pp. 66-74.",Researchers in education have documented that teachers' sense of efficacy has strong impacts on various aspects of teaching and learning.,<1> <1> <2> <3> <3> <4> <4>
296,"Rafieyan, V.a , Orang, M.b , Bijami, M.b , Nejad, M.S.a , Eng, L.S.a  Language learners' acculturation attitudes (2014) English Language Teaching, 7 (1), pp. 114-119. Cited 2 times.",Learning a language involves knowledge of both linguistic competence and cultural competence.,<1> <1> <1> <3> <4> <5>
297,"Giannoccaro, G.a  b , Pedraza, V.a , Berbel, J.a  Analysis of Stakeholders' attitudes towards water markets in Southern Spain (2013) Water (Switzerland), 5 (4), pp. 1517-1532.","This research examines stakeholders' perceptions of and preferences for water markets in agriculture, focusing on the likely barriers that might refrain them from participating in such markets.",<2> <2> <2> <2> <2> <2> <2> <2> <2> <2> <2>
298,"Dyson, L. A socially constructed notion of disability: The testimony of two young adults with disabilities (2013) International Journal of Diverse Identities, 12 (4), pp. 49-59.","This study, based on the experiences and perceptions of two young adults living with disabilities (one with Down Syndrome and the other with Spina Bifida and deafness), examines the notion of disability as a socially constructed phenomenon.",<2> <3> <4> <5> <5> <5>
299,"Noga, J.a , Wolbring, G.b  Perceptions of water ownership, water management, and the responsibility of providing clean water (2013) Water (Switzerland), 5 (4), pp. 1865-1889.",Perceptions of water and water related issues still render many under-researched topics.,<1> <2> <3> <3> <3> <3> <4> <4> <5> <5> <5>
300,"VÃ¡zquez, J.L.a , Lanero, A.a , Licandro, O.b  Corporate social responsibility and higher education: Uruguay university students' perceptions (2013) Economics and Sociology, 6 (2), pp. 145-157.","This paper assumes a stakeholder approach to analyze the perceptions and attitudes of students at the Uruguayan university towards corporate social responsibility (CSR) in organizations, just as their experiences of current and desired education on the matter.",<1> <3> <4>
301,"Morris, N.S.a , Field, T.S.b  c , Wagner, J.L.c , Cutrona, S.L.b  c , Roblin, D.W.d , Gaglio, B.e , Williams, A.E.f , Han, P.J.K.g , Costanza, M.E.b , Mazor, K.M.b  c  The association between health literacy and cancer-related attitudes, behaviors, and knowledge (2013) Journal of Health Communication, 18 (SUPPL. 1), pp. 223-241. Cited 1 time.","Using a multidimensional assessment of health literacy (the Cancer Message Literacy Test-Listening, the Cancer Message Literacy Test-Reading, and the Lipkus Numeracy Scale), the authors assessed a stratified random sample of 1013 insured adults (40-70 years of age).",<3> <3> <4> <4> <4> <4> <4> <4> <4> <4> <4> <4> <4> <4> <4> <4> <4> <4> <4>
302,"Coleman, C.A.a , Hudson, S.b , Maine, L.L.c  Health literacy practices and educational competencies for health professionals: A consensus study (2013) Journal of Health Communication, 18 (SUPPL. 1), pp. 82-102. Cited 1 time.",Health care professionals often lack adequate knowledge about health literacy and the skills needed to address low health literacy among patients and their caregivers.,<1> <1> <1> <1> <2> <3> <3> <3> <3> <3> <3> <4> <5> <5> <5> <5> <5>
303,"Coughlan, D.a , Turner, B.b , Trujillo, A.c  Motivation for a health-literate health care system-does socioeconomic status play a substantial role? implications for an irish health policymaker (2013) Journal of Health Communication, 18 (SUPPL. 1), pp. 158-171. Cited 1 time.","In this article, the authors argue that the association between socioeconomic status and motivation for a health-literate health care system has implications for health policymakers.",<1> <1> <3> <3> <3> <4> <4> <5> <5> <5>
304,"Jackson, L.D. Is mobile technology in the classroom a helpful tool or a distraction?: A report of university students' attitudes, usage practices, and suggestions for policies (2013) International Journal of Technology, Knowledge and Society, 8 (5), pp. 129-140.","Mobile devices capable of accessing the Internet have become ubiquitous, creating both challenges for educators, as well as opportunities for students.",<1> <1> <1> <1> <2> <3> <3> <3> <3> <3> <5> <5> <5> <5>
305,"Khoday, A.a , Srinivasan, A.b  c  Reclaiming the public space: Breastfeeding rights, protection, and social attitudes (2013) McGill Journal of Law and Health, 7 (2), pp. 148-168.",Breastfeeding is a normal physiological process.,<1> <1> <1> <1> <1> <1> <1> <1> <1> <1> <1> <1> <1>
306,"Taraz, N. Limits of re-writing and legibility of transformations in Istanbul's Historic Peninsula: An interpretation inspired from the Wabi-Sabi philosophy [Ä°stanbul Tarihi Yari{dotless}mada'da yeniden yazma ve okunabilirlik si{dotless}ni{dotless}rlari{dotless}: Wabi-Sabi felsefesi i{dotless}Åi{dotless}Ç§i{dotless}nda bir yorum] (2013) A/Z ITU Journal of the Faculty of Architecture, 10 (1), pp. 37-50.","The Japanese philosophy Wabi regards beauty as the results of imperfections and changes of daily life, and Sabi teaching supports this attitude by advocating the idea that life experiences and accumulation of years are important factors increasing beauty.",<1> <1> <1> <1> <1> <1> <1> <1> <1> <1> <1> <1> <1> <1> <1> <1> <1> <1> <1> <1>
307,"Arbour, M.-E. Product safety, health consumers and responsibilities constitutions: Synergy compared [SÃ©curitÃ© des produits, santÃ© des consommateurs, responsabilitÃ©s et constitutions: Synergies comparÃ©es] (2013) McGill Journal of Law and Health, 7 (2), pp. 169-233.","Are prevention and compensation for damages caused by defective products complementary, or do they rather evolve in a reciprocal ignorance?",<1> <1> <1> <1> <1> <1> <1>
308,"JuzefoviÄ, A. The role of the image in connecting communicative strategies in philosophy and sociology [Vaizdo vaidmuo siejant komunikacines strategijas filosofijoje ir sociologijoje] (2013) Filosofija, Sociologija, 24 (3), pp. 131-139.","The first part of the article, which is devoted to methodological topics, analyses the interdisciplinary tendencies that are becoming stronger in recent decades, more and more intensive correlations of philosophy, sociology and communication.",<6> <6> <6> <6> <6> <6> <6> <6>
309,"Vilkonis, R., Bakanoviene, T., Turskiene, S. Readiness of adults to learn using E-learning, M-learning and T-learning technologies (2013) Informatics in Education, 12 (2), pp. 181-190.","The article presents results of the empirical research revealing readiness of adults to participate in the lifelong learning process using e-learning, m-learning and t-learning technologies.",<2> <2> <3> <3> <3>
310,"Arkow, P. The impact of companion animals on social capital and community violence: Setting research, policy and program agendas (2013) Journal of Sociology and Social Welfare, 40 (4), pp. 33-56.","The term social capital has been used to describe the networks and other forces that build social cohesion, personal investment, reciprocity, civic engagement, and interpersonal trust among residents in a community.",<1> <1> <1> <1> <1> <1> <2>
311,"Lovelace, M.a , Brickman, P.b  Best practices for measuring students' attitudes toward learning science (2013) CBE Life Sciences Education, 12 (4), pp. 606-617.","Science educators often characterize the degree to which tests measure different facets of college students' learning, such as knowing, applying, and problem solving.",<1> <1> <1> <1> <1> <2> <2> <2> <2> <2> <2>
312,"Milanowicz, A. Irony as a means of perception through communication channels. Emotions, attitude and iq related to irony across gender (2013) Psychology of Language and Communication, 17 (2), pp. 115-132.","The paper explores why certain adults are, or at least consider themselves to be, more ironic than others.",<2> <2> <3> <3> <3> <3> <3> <4> <4> <4> <5>
313,"Scott, I. Engaging the public: Hong Kong's independent commission against corruption's community relations strategy (2013) Research in Public Policy Analysis and Management, 23, pp. 79-108.",The implicit assumption underlying the work of most anti-corruption agencies (ACAs) is that they need to change public attitudes toward corruption to ensure a cleaner future.,<1> <1> <1> <1> <1> <1> <1> <1> <1> <2> <2> <2>
314,"Dagargulia, T. Post-conflict georgian youth on conflict and tolerance (2013) Research in Political Sociology, 21, pp. 77-87.",This study examines post-conflict Georgian youth attitude toward conflict and tolerance.,<2> <3> <4> <4> <4>
315,"Dean, G. Cover story: The Smart Set's clever packaging, 1908-1923 (2013) Journal of Modern Periodical Studies, 4 (1), pp. 1-29.","An analysis of The Smart Set's cover designs, with a focus on the years 1908 to 1923, reveals the extent to which the cover was responsible for conveying the magazine's attitude of cleverness.",<1> <1> <1> <4> <4> <4>
316,"Martin, T.a  b , Maguire, T.a  b , Quinn, C.a  c , Ryan, J.a , Bawden, L.a , Summers, M.a  Standards of practice for forensic mental health nurses-Identifying contemporary practice (2013) Journal of Forensic Nursing, 9 (3), pp. 171-178.",Forensic mental health nursing is a recognized field of nursing in most countries.,<1> <1> <1> <2> <2> <2>
317,"Tzvetko, V.a , Boiadjiev, E.b  Forming key competencies by problem-based learning of chemistry in secondary school (2013) Chemistry, 22 (5), pp. 662-675.",The modern society sets to young people a variety of requirements and challenges.,<1> <1> <1> <2> <2> <2>
318,"Athens, L.H. Mead's conception of the social act: A radical interactionist's critique (2013) Studies in Symbolic Interaction, 41, pp. 25-51.","Because, for George Herbert Mead, the ""social act"" is the basic unit of analysis for understanding human social existence, and thereby, his entire body of thought, it demands much more critical attention than it thus far has received from sociologists.",<1> <1> <1> <1> <1> <1> <1> <1> <1>
