id,metadata,first_sentence,moves
359,"OrtuÃ±o-Soriano, I.a , Posada-Moreno, P.b , FernÃ¡ndez-del-Palacio, E.c  Attitude and motivation in relation to research into a new stage of opportunity for nurses [Actitud y motivaciÃ³n frente a la investigaciÃ³n en un nuevo marco de oportunidad para los profesionales de enfermerÃ­a] (2013) Index de Enfermeria, 22 (3), .",Knowing the motivation and attitude of nurses towards research in a tertiary Spanish hospital.,<2> <3> <4> <4> <4> <5> <5>
360,"Lovelace, M.a , Brickman, P.b  Best practices for measuring students' attitudes toward learning science (2013) CBE Life Sciences Education, 12 (4), pp. 606-617.","Science educators often characterize the degree to which tests measure different facets of college students' learning, such as knowing, applying, and problem solving.",<1> <1> <1> <3> <6> <2> <5>
361,"Milanowicz, A. Irony as a means of perception through communication channels. Emotions, attitude and iq related to irony across gender (2013) Psychology of Language and Communication, 17 (2), pp. 115-132.","The paper explores why certain adults are, or at least consider themselves to be, more ironic than others.",<1> <2> <3> <3> <3> <3> <4> <4> <4> <4> <5>
362,"Scott, I. Engaging the public: Hong Kong's independent commission against corruption's community relations strategy (2013) Research in Public Policy Analysis and Management, 23, pp. 79-108.",The implicit assumption underlying the work of most anti-corruption agencies (ACAs) is that they need to change public attitudes toward corruption to ensure a cleaner future.,<1> <1> <1> <1> <2> <5> <4> <4> <4> <2> <6>
363,"Dagargulia, T. Post-conflict georgian youth on conflict and tolerance (2013) Research in Political Sociology, 21, pp. 77-87.",This study examines post-conflict Georgian youth attitude toward conflict and tolerance.,<1> <2> <3> <4> <5>
364,"Dean, G. Cover story: The Smart Set's clever packaging, 1908-1923 (2013) Journal of Modern Periodical Studies, 4 (1), pp. 1-29.","An analysis of The Smart Set's cover designs, with a focus on the years 1908 to 1923, reveals the extent to which the cover was responsible for conveying the magazine's attitude of cleverness.",<1> <1> <1> <4> <6>
365,"Martin, T.a  b , Maguire, T.a  b , Quinn, C.a  c , Ryan, J.a , Bawden, L.a , Summers, M.a  Standards of practice for forensic mental health nurses-Identifying contemporary practice (2013) Journal of Forensic Nursing, 9 (3), pp. 171-178.",Forensic mental health nursing is a recognized field of nursing in most countries.,<1> <1> <2> <6> <6>
366,"Tzvetko, V.a , Boiadjiev, E.b  Forming key competencies by problem-based learning of chemistry in secondary school (2013) Chemistry, 22 (5), pp. 662-675.",The modern society sets to young people a variety of requirements and challenges.,<1> <1> <2> <2> <3> <3>
367,"Athens, L.H. Mead's conception of the social act: A radical interactionist's critique (2013) Studies in Symbolic Interaction, 41, pp. 25-51.","Because, for George Herbert Mead, the ""social act"" is the basic unit of analysis for understanding human social existence, and thereby, his entire body of thought, it demands much more critical attention than it thus far has received from sociologists.",<1> <2> <3> <3> <4> <5> <6>
368,"Walker, A. Designing new products for new generations in a resource constrained world: Wine consumption in 2025 (2013) International Journal of Design Education, 6 (1), pp. 33-45.",Environmental initiatives and legislation are encouraging organisations to consider the impacts that their businesses' activities are having on the environment.,<1> <1> <1> <1> <2> <6> <6>
369,"Wheatley, C. The new Eve: Faith, femininity and the fairy tale in Catherine Breillat's Barbe bleue/Bluebeard (2009) (2013) Studies in European Cinema, 10 (1), pp. 71-80. Cited 1 time.","If previous variants on the Bluebeard myth can be seen as what Marina Warner has termed 'a version of the Fall in which Eve is allowed to get away with it' (1995), Catherine Breillat's 2009 adaptation of Charles Perrault's fairy tales sees Barbe bleue as Eve, his young bride, 'the serpent in the garden' (Wheatley 2010: 42).",<1> <1> <2> <5> <6>
370,"Cherciov, M. Investigating the impact of attitude on first language attrition and second language acquisition from a Dynamic Systems Theory perspective (2013) International Journal of Bilingualism, 17 (6), pp. 716-733.",The factor attitude is generally considered to be among the most influential for first language (L1) attrition.,<1> <1> <1> <1> <1> <2> <3> <4> <5> <5> <6> <6>
371,"Bartolac, A. Students attitudes toward cohabitation and marriage [Stavovi studenata o kohabitaciji i braku] (2013) Socijalna Ekologija, 22 (2), pp. 107-131.",The aim of empirical research presented in this paper was to examine students' attitudes toward cohabitation and marriage.,<2> <3> <3> <4> <4> <4> <4> <4> <4> <4> <4>
372,"Sikorski, C.a  b , Luppa, M.a  b , Glaesmer, H.c , BrÃ¤hler, E.c , KÃ¶nig, H.-H.d , Riedel-Heller, S.G.b  Attitudes of health care professionals towards female obese patients (2013) Obesity Facts, 6 (6), pp. 512-522.","The health care setting has been reported to be one main source of weight stigma repeatedly; however, studies comparing different professions have been lacking.",<1> <2> <3> <4> <4> <4> <4> <4> <5> <5>
373,"El-Adayleh, L.M., Al-Hadedy, H.T. Attitudes of social work students' at Al-Balqa applied University towards their academic study (2013) Dirasat: Human and Social Sciences, 40 (3), pp. 787-806.","This study aimed to explore attitudes social work students' at-Al-Balqa applied University towards their academic study, and to report the relationship between some factors as ""sex, education level, residence place and GPA and their attitudes towards their academic study.",<2> <3> <3> <4> <4> <5>
374,"Shiri, S. Learners' attitudes toward regional dialects and destination preferences in study abroad (2013) Foreign Language Annals, 46 (4), pp. 565-587.",This study explored the impact of short-term study abroad on the language attitudes of college-level learners of Arabic in the United States.,<1> <2> <3> <4> <5>
375,"Ogunbode, C.A. The NEP scale: Measuring ecological attitudes/worldviews in an African context (2013) Environment, Development and Sustainability, 15 (6), pp. 1477-1494. Cited 1 time.","Given the significance of human behavior as a major driver of most environmental problems, it is generally agreed that efforts to promote global ecological and economic sustainability must now include attempts to understand public perceptions of, and attitudes toward, environmental issues.",<1> <1> <1> <2> <4> <4> <5>
376,"Glock, S.a , Kneer, J.b , Kovacs, C.a  Preservice teachers' implicit attitudes toward students with and without immigration background: A pilot study (2013) Studies in Educational Evaluation, 39 (4), pp. 204-210.",Minority students are often disadvantaged in school.,<1> <1> <1> <1> <2> <4> <5>
377,"Hess, S., Shires, J., Jopson, A. Accommodating underlying pro-environmental attitudes in a rail travel context: Application of a latent variable latent class specification (2013) Transportation Research Part D: Transport and Environment, 25, pp. 42-48.","Using data from a stated preference survey conducted in the UK, we show how the relative importance that rail travellers attach to reductions in greenhouse gas emissions and faster journey times varies strongly as a function of underlying attitudes towards the environment.",<2> <3> <4>
378,"LeÅ¡nik, S., Brumen, M., Grmek, M.I. Attitudes of parents toward learning foreign languages- A Slovene case study (2013) New Educational Review, 34 (4), pp. 52-62.",The article deals with different attitudes parents have toward learning foreign languages in primary school.,<1> <2> <3> <4> <4> <4>
379,"White, A.E.a , Kenrick, D.T.a , Neel, R.b , Neuberg, S.L.a  From the bedroom to the budget deficit: Mate competition changes men's attitudes toward economic redistribution (2013) Journal of Personality and Social Psychology, 105 (6), pp. 924-940.",How do economic recessions influence attitudes toward redistribution of wealth?,<1> <1> <1> <3> <4> <5>
380,"Hannigan, A.a , Gill, O.b , Leavy, A.M.c  An investigation of prospective secondary mathematics teachers' conceptual knowledge of and attitudes towards statistics (2013) Journal of Mathematics Teacher Education, 16 (6), pp. 427-449. Cited 1 time.","The development of statistical literacy is fast becoming the focus of a large part of mathematics instruction at primary, secondary and tertiary levels.",<1> <1> <1> <2> <3> <4> <5> <4> <3> <4> <4> <5>
381,"SucuoÇ§lu, B.a , BakkaloÇ§lu, H.a , Karasu, F.I.b , Demir, S.a , Akalin, S.a  Inclusive preschool teachers: Their attitudes and knowledge about inclusion (2013) International Journal of Early Childhood Special Education, 5 (2), pp. 107-128.",The purpose of the current study was to investigate the knowledge and attitudes of preschool teachers regarding inclusive practices and to determine the relationship between knowledge and attitudes of the teacher about inclusion.,<2> <3> <3> <4> <4> <5>
382,"Kibirige, I., Osodo, J., Kgasago, D.O. Grade seven female learners' attitudes towards natural sciences in Sekhukhune District, South Africa (2013) Mediterranean Journal of Social Sciences, 4 (14), pp. 37-44.",The purpose of this study was to find out grade seven female learners' attitudes towards science and also to explore whether self-confidence towards science and knowledge about the usefulness of science influenced their attitudes.,<2> <1> <3> <4> <4> <4> <5>
383,"Spears, S.a , Houston, D.a , Boarnet, M.G.b  Illuminating the unseen in transit use: A framework for examining the effect of attitudes and perceptions on travel behavior (2013) Transportation Research Part A: Policy and Practice, 58, pp. 40-53.","This study develops the Perception-Intention-Adaptation (PIA) framework to examine the role of attitudes, perceptions, and norms in public transportation ridership.",<1> <2> <3> <4> <5>
384,"BÃ¼men, N.T., Ercan Ãzaydin, T. Changes on teacher self-efficacy and attitudes towards teaching profession from candidacy to induction [Adayliktan gÃ¶reve Ã¶Ç§retmen Ã¶zyeterligi ve ?Ç§retmenlik mesleÇ§ine yÃ¶nelik tutumlardaki deÇ§iÅimler] (2013) Egitim ve Bilim, 38 (169), pp. 109-125.","In this study, it is aimed to investigate changes in teacher self-efficacy and attitudes towards teaching profession from entry into a four-year pre-service teacher education program through the induction year.",<2> <3> <3> <4> <4>
385,"Perry, R., Sibley, C.G. A dual-process motivational model of social and economic policy attitudes (2013) Analyses of Social Issues and Public Policy, 13 (1), pp. 262-285.",The dual process model (DPM) of ideology and prejudice suggests that right-wing authoritarianism (RWA) and social dominance orientation (SDO) should differentially predict support for social versus economic policies.,<1> <2> <3> <4> <4> <4>
386,"Nteta, T.M.a , Greenlee, J.S.b  A Change is Gonna Come: Generational Membership and White Racial Attitudes in the 21st Century (2013) Political Psychology, 34 (6), pp. 877-897.","The election of President Barack Obama offers a unique opportunity to test the impressionable-years hypothesis-the theory of political socialization that predicts that widely experienced political events can have a lasting impact on the political attitudes of individuals who experience that event in their youth, thereby creating a generational distinction.",<1> <2> <3> <4> <4> <4> <5>
387,"Hermann, N., Menzel, S. Threat Perception and Attitudes of Adolescents Towards Re-Introduced Wild Animals: A qualitative study of young learners from affected regions in Germany (2013) International Journal of Science Education, 35 (18), pp. 3062-3094.",Conservation efforts such as the restoration of European bison or the support of wolf immigration into Germany are often socio-scientifically controversial.,<1> <1> <2> <3> <4> <4> <4> <5> <4> <6> <4> <5>
388,"Grayman, J.K., Godfrey, E.B. Social Justice Attitudes and Their Demographic Correlates Among a Nationally Representative Sample of U.S. Adolescents (2013) Social Justice Research, 26 (4), pp. 422-444.","Compared to extant studies, this study uses more rigorous analyses to describe social justice attitudes and their correlates among a nationally representative sample of 2,811 U.S.",<1> <1> <4> <4> <4> <5> <5>
389,"Mitchell, V.a , Parekh, K.P.b , Russ, S.b , Forget, N.P.a  b b  , Wright, S.W.b  Personal experiences and attitudes towards intimate partner violence in healthcare providers in Guyana (2013) International Health, 5 (4), art. no. iht030, pp. 273-279.",Intimate partner violence (IPV) is prevalent throughout the world and is a devastating public health problem.,<1> <1> <1> <2> <3> <4> <4> <4> <4> <5> <5> <6> <6> <6>
390,"Teppers, E.a , Klimstra, T.A.b , van Damme, C.a , Luyckx, K.a , Vanhalst, J.a , Goossens, L.a  Personality traits, loneliness, and attitudes toward aloneness in adolescence (2013) Journal of Social and Personal Relationships, 30 (8), pp. 1045-1063.","Within a dual-level model of personality, loneliness, and attitudes toward aloneness can be regarded as phase-specific adaptations that are influenced by personality traits.",<1> <2> <4> <4> <4> <4>
391,"Arroyo, A.a , Segrin, C.b  Family Interactions and Disordered Eating Attitudes: The Mediating Roles of Social Competence and Psychological Distress (2013) Communication Monographs, 80 (4), pp. 399-424.",This research explored the role of family interactions on young adult females' disordered eating attitudes as mediated by both social competence and psychological distress.,<1> <3> <4> <5>
392,"Taylor, N.b , Signal, T.a , Richards, E.a  A different cut? comparing attitudes toward animals and propensity for aggression within two primary industry cohorts-farmers and meatworkers (2013) Society and Animals, 21 (4), pp. 395-413.","Previous research has examined a range of demographic variables that have been shown to influence an individual's attitude toward, and in turn their treatment of, animals.",<1> <1> <2> <1> <5>
393,"Voicu, B., Åerban, M., Tudor, E., Deliu, A. Acquiescence effects in measuring attitudes towards immigrants: The case of Romania (2013) Calitatea Vietii, 2013 (3), pp. 311-340.",This paper tests for acquiescence effects on the attitudes towards immigrants.,<1> <1> <1> <2> <3> <4>
394,"Bifuh-Ambe, E. Developing successful writing teachers: Outcomes of professional development exploring teachers' perceptions of themselves as writers and writing teachers and their students' attitudes and abilities to write across the curriculum (2013) English Teaching, 12 (3), pp. 137-156.","Writing is a complex, recursive and difficult process that requires strategic decision-making across multiple domains (Graham, 2006; Pritchard & Honeycutt, 2006).",<1> <1> <1> <2> <3> <4> <5>
395,"Scopus EXPORT DATE:20 Feb 2014 Chen, H.-R., Huang, J.-G.",The booming digital-content industry has resulted in an increasing number of e-learning Internet websites that provide online learning services.,<1> <1> <1> <2> <3> <4> <4> <4> <6>
396,"Cherian, J.a , Jacob, J.b  Analysis of attitude towards online and print publications: A case study among university students (2013) Asian Social Science, 9 (1), pp. 52-59.",Users enjoy and like both online and print newspapers.,<1> <1> <1> <1> <1> <2> <3> <4> <5>
397,"Ghazali, Z., Ibrahim, N.A., Zainol, F.A. Factors affecting entrepreneurial intention among UniSZA students (2013) Asian Social Science, 9 (1), pp. 85-93.",Graduates contributions to entrepreneurship would stimulate the country's economic growth.,<1> <2> <3> <4> <4> <4> <4> <5>
398,"Binti Adnan, N.L.a , Muhammad Jamil, C.Z.b , Mohd Nor, N.A.b  Ethical antecedents of dysfunctional behaviour in performance measurement and control system (2013) Asian Social Science, 9 (1), pp. 29-41.","The importance of performance measurement and control system (PMCS) in enhancing the firm profitability and sustainability has certainly been admitted by many, but findings on its effectiveness have been inconclusive with certain dysfunctional behaviours (DB) like budgetary slack, information or measures manipulation, or gaming, have been reported.",<1> <1> <1> <1> <2> <3> <4> <5>
399,"Adefolaju, T. Women in the leadership and decision making processes of trade unions in Nigeria: Issues and prospects (2013) Asian Social Science, 9 (1), pp. 278-285.",Nigerian women had been active in the socio-economic development of their various societies long before colonisation.,<1> <1> <1> <2> <3> <3> <3> <1> <4> <5>
400,"Hussainat, M.M.a , Ghnimat, Q.M.b , Al-dlaeen, M.A.c  The impact of unemployment on young people in the Jordanian community: A case study from unemployed perspective (2013) Asian Social Science, 9 (1), pp. 155-164.",The study aimed at identifying the social and psychological effects resulted from unemployment on the youth in the Jordanian community from their own perspective and their future attitudes.,<2> <2> <3> <3> <4> <4> <4> <4> <5> <6>
401,"Rytivaara, A. 'We don't question whether we can do this': Teacher identity in two co-teachers' narratives (2012) European Educational Research Journal, 11 (2), pp. 302-313. Cited 1 time.","Through the concept of teacher identity, this article examines in detail the factors in the process through which the two teachers under study changed from traditional teachers into co-teaching professionals.",<1> <3> <4> <4> <5>
402,"Labra, C.B.a , Gras-Martsic, A.a  b  c , Mora-Torres, E.c , Sancho, T.d  Initial conditions for physics and mathematics education in architecture [Condiciones iniciales para la formaciÃ³n sicomatemÃ¡tica en arquitectura] (2012) Revista Brasileira de Ensino de Fisica, 34 (2), art. no. 2102, .","We compare the expectations in skills development and in physics and mathematics education of first year undergraduates in architecture, as described in the syllabus, with the results of education research.",<1> <2> <3> <6> <6>
403,"Chen, Z.-H.a  b , Liao, C.C.Y.a , Cheng, H.N.H.a , Yeh, C.Y.C.a , Chan, T.-W.a  Influence of game quests on pupils' enjoyment and goal-pursuing in math learning (2012) Educational Technology and Society, 15 (2), pp. 317-327. Cited 1 time.","As a medium for learning, digital games provide promising possibilities to motivate and engage students in subject learning.",<1> <2> <1> <3> <3> <4> <5>
404,"Crescenzi, P.a , Malizia, A.b , Verri, M.C.a , DÃ­az, P.b , Aedo, I.b  Integrating algorithm visualization video into a first-year algorithm and data structure course (2012) Educational Technology and Society, 15 (2), pp. 115-124.","In this paper we describe the results that we have obtained while integrating algorithm visualization (AV) movies (strongly tightened with the other teaching material), within a first-year undergraduate course on algorithms and data structures.",<1> <4> <4> <5> <6> <6>
405,"Tai, Y. Contextualizing a MALL: Practice design and evaluation (2012) Educational Technology and Society, 15 (2), pp. 220-230. Cited 4 times.","Mobile technologies have been successfully implemented in language learning, and have supported various innovative designs.",<1> <1> <2> <3> <3> <4> <5> <6>
406,"Jiang, W.a  b , Fu, C.c  How does the foreign audience respond to China's cultural exchange programs Abroad: Survey evidence from the 2011 Terracotta Army exhibition in Montreal (2013) Asian Social Science, 9 (1), pp. 232-248.","Considerable negative views of China's rise persist in international opinion, highlighted by criticisms of China's domestic and foreign affairs and concerns of ""China threat"".",<1> <1> <2> <3> <5>
407,"Hsu, Y.-C.a , Ho, H.N.J.a , Tsai, C.-C.a , Hwang, G.-J.a , Chu, H.-C.b , Wang, C.-Y.c , Chen, N.-S.d  Research trends in technology-based learning from 2000 to 2009: A content analysis of publications in selected journals (2012) Educational Technology and Society, 15 (2), pp. 354-370. Cited 3 times.",This paper provides a content analysis of studies in technology-based learning (TBL) that were published in five Social Sciences Citation Index (SSCI) journals (i.e.,<1> <1> <3> <4> <4> <4> <5>
408,"Tsai, S.-C. Integration of multimedia courseware into ESP instruction for technological purposes in higher technical education (2012) Educational Technology and Society, 15 (2), pp. 50-61.",This study reports on integrating ESP (English for specific purposes) multimedia courseware for semiconductor technology into instruction of three different language programs in higher education by using it as a silent partner.,<1> <2> <3> <3> <3> <4> <4> <5> <6>
409,"Yaakop, A.a , Hemsley-Brown, J.b  Hedonic pleasure and social image: The effectiveness of internet advertising (2013) Asian Social Science, 9 (1), pp. 179-192.",Online travel promotions and campaigns have intensified in recent years and the use of social media sites (SNS) in promoting tourism destinations is also increasingly common worldwide.,<1> <1> <1> <2> <2> <3> <4> <4> <5> <6>
410,"Bilici, S.C.a , ArmaÇ§an, F.O.b , Ãakir, N.K.c , YÃ¼rÃ¼k, N.c  Adaptation of astronomy attitude scale into Turkish: The validity and reliability analysis [Astronomi tutum Ã¶lÃ§eÇ§inin tÃ¼rkÃ§e'ye uyarlanmasi: GeÃ§erlik ve GÃ¼venirlik ÃaliÅmasi] (2012) Journal of Turkish Science Education, 9 (2), pp. 116-127.",The purpose of this study is to adapt Astronomy Attitude Scale (AAS) developed by Zeilik et al.,<2> <2> <3> <3> <4> <4> <4> <4>
411,"Aydeniz, M.a , Kaya, E.b  Factors impacting turkish students' attitudes towards science and their academic performance in science (2012) Journal of Turkish Science Education, 9 (2), pp. 25-48.",This case study investigated the factors that impact Turkish high school students' attitudes towards science and their academic performance in science.,<1> <2> <3> <4> <4> <5>
412,"Hinton, S. The attitudes of street children towards forgiving their wartime oppressors: Sierra leone (2012) International Journal of Diversity in Organisations, Communities and Nations, 11 (2), pp. 141-154.","The International Convention on the Rights of a Child (1989) recognized among other things that a child should grow up in a family environment, and in an atmosphere of happiness, love, and understanding.",<1> <1> <1> <2> <3> <2> <2> <2> <2> <6>
413,"HiniÄ, D. Differences in perception and attitudes toward environmental issues of the citizens of Novi Pazar [Razlike u percepciji i doÅ¾ivljaju ekoloÅ¡kih problema stanovnika Novog Pazara] (2012) Socijalna Ekologija, 21 (3), pp. 297-309.","In this research, we address the first group of questions, i.e.",<1> <1> <2> <4> <5>
414,"Fearon, K., Mearns, E. The media initiative for children: Using early years programmes to tackle sectarianism and racism (2012) International Journal of Diversity in Organisations, Communities and Nations, 11 (5), pp. 139-148.","The Media Initiative for Children (MIFC) was developed by Early Years, the organisation for young children in Northern Ireland, and Pii, the Peace Initiatives Institute in the USA.",<1> <1> <2> <1> <3> <3> <2> <3> <3> <3> <4> <5>
415,"Beletsky, L.a  b , Thomas, R.c , Smelyanskaya, M.c , Artamonova, I.b , Shumskaya, N.d , Dooronbekova, A.d , Mukambetov, A.e , Doyle, H.c , Tolson, R.c  Policy reform to shift the health and human rights environment for vulnerable groups: The case of Kyrgyzstan's instruction 417 (2012) Health and Human Rights, 14 (2), . Cited 3 times.","Police activities shape behavior and health outcomes among drug users, sex workers, and other vulnerable groups.",<1> <1> <1> <2> <3> <4> <4> <4> <4> <1> <5>
416,"Yang, X. Ritual propriety and political intrigue in the Xuande Gate incident (2012) T'oung Pao, 98 (1-3), pp. 145-177.","The 1073 incident at the Xuande Gate, involving Wang Anshi's alleged breach of imperial protocol, was a turning point both in his career and in emperor Shenzong's policies.",<1> <2> <3> <4> <5>
417,"Gatina, L. The impact of home institutions on the financial risk of immigrants: Evidence from Australia (2012) International Journal of Diversity in Organisations, Communities and Nations, 11 (4), pp. 37-54.","In the year 2000, 24.6 per cent of Australian residents of working age were immigrants and, according to forecasts from the World Bank, immigration flows from developing to high-income countries will continue to increase.",<1> <1> <1> <1> <2> <3> <3> <3> <4> <5> <4> <5>
418,"Kenawy, I., ElKadi, H. Diversity and thermal comfort in outdoor places (2012) International Journal of Diversity in Organisations, Communities and Nations, 11 (1), pp. 237-248.",Sustainable cities should be livable cities where people from different backgrounds and with different aspirations can meet and interact with each other.,<1> <1> <1> <1> <1> <3> <4> <2> <6>
419,"Naami, A., Liese, H. The impact of unemployment on women with physical disabilities in Tamale, Ghana (2012) International Journal of Diversity in Organisations, Communities and Nations, 11 (2), pp. 117-128.",Unemployment rates among persons with disabilities are high.,<1> <1> <1> <2> <3> <3> <3> <3> <4> <4> <4> <4> <4> <5> <4> <4> <5> <6> <6>
420,"PedÃ¼k, Å.B.a , AhmetoÇ§lu, E.b  An investigation into the impact of studying an introductory course on special educational needs on student, teachers and their attitudes towards disabled people (2012) Specialusis Ugdymas, 26 (1), pp. 125-131.","The aim of the research is to determine the impact on the attitudes of trainee teachers towards disabled people whether they study a special educational needs course and to investigate whether gender, birth order, education level, working status and residential place create a difference in teacher candidates' attitudes.",<2> <3> <3> <4> <5>
421,"Nyilasy, G.a , Gangadharbatla, H.b , Paladino, A.a  Greenwashing: A consumer perspective (2012) Economics and Sociology, 5 (2), pp. 116-123.",The purpose of this research is to investigate the effects of green corporate advertising and corporate environmental performance.,<2> <3> <3> <4>
422,"Curtice, J. In Europe but not of Europe (2012) Public Policy Research, 19 (3), pp. 199-204.","In his regular column for Juncture, John Curtice looks at British public attitudes towards Europe and questions whether apparent moves towards Euroscepticism by politicians and the public are real or just par for the course.",<1>
423,"Volpato, G.a  d , KourkovÃ¡, P.b , ZelenÃ½, V.c  Healing war wounds and perfuming exile: The use of vegetal, animal, and mineral products for perfumes, cosmetics, and skin healing among Sahrawi refugees of Western Sahara (2012) Journal of Ethnobiology and Ethnomedicine, 8, art. no. 49, . Cited 2 times.","Over the past decade, there has been growing interest within ethnobiology in the knowledge and practices of migrating people.",<1> <1> <2> <3> <4> <4> <4> <5> <5>
424,"Krutuliene, S.a , Bagdonas, A.a , Jakutiene, V.a , ZdanaviÄiute, G.b  Psychosocial situation of persons suffering from epilepsy (2012) Specialusis Ugdymas, 26 (1), pp. 45-62.",The article seeks to elucidate the psychosocial life effects experienced by people who have epilepsy and their families.,<1> <1> <4> <4> <4> <5>
425,"Alifanoviene, D.a , StriÅ¡kiene, O.a , Kepalaite, A.b  An analysis of the social problems experienced by large families from the standpoint of community members (2012) Specialusis Ugdymas, 26 (1), pp. 70-77.","In analysing the experiences of the social situations of large families, descriptive mathematical statistics (means, percentage frequencies) and non-parametric Kruskal-Wallis criterion were used.",<3> <1> <1> <4>
426,"van der Weijden, I.a , Verbree, M.b  c , van den Besselaar, P.c  From bench to bedside: The societal orientation of research leaders: The case of biomedical and health research in the Netherlands (2012) Science and Public Policy, 39 (3), pp. 285-303. Cited 3 times.",This paper answers five questions about the societal impact of research.,<1> <1> <1> <2> <3> <3> <3> <4> <4> <4> <4> <6> <6> <6>
427,"Vaidelyte, E. Philanthropy perception in Lithuania: Attitudes of civil servants and community leaders (2012) Public Policy and Administration, 11 (3), pp. 434-446.",The article discusses general perception of philanthropy in public policy context analyzing the attitudes of civil servants and community leaders.,<1> <3> <3> <1> <1> <6> <3>
428,"Airey, J. ""I don't teach language"": The linguistic attitudes of physics lecturers in Sweden (2012) AILA Review, 25 (1), pp. 64-79.","From a disciplinary discourse perspective, all university courses can be said to involve content and language integrated learning (CLIL) even in monolingual settings.",<1> <1> <2> <3> <3> <3> <3> <4> <4> <5>
429,"Kyriakakis, S.a , Dawson, B.A.a , Edmond, T.b  Mexican immigrant survivors of intimate partner violence: Conceptualization and descriptions of abuse (2012) Violence and Victims, 27 (4), pp. 548-562.",This phenomenological qualitative study examines intimate partner violence (IPV) experienced by a sample of 29 Mexican immigrant women residing in New York and St.,<1> <1> <4> <4> <1> <5>
430,"Belshaw, S.H.a , Siddique, J.A.b , Tanner, J.c , Osho, G.S.d  The relationship between dating violence and suicidal behaviors in a national sample of adolescents (2012) Violence and Victims, 27 (4), pp. 580-591.",Relationship violence is a common problem faced by adolescents in the United States.,<1> <1> <2> <4> <5>
431,"Nyamathi, A.a , Marlow, E.b , Zhang, S.c , Hall, E.d , Farabee, D.d , Marfisee, M.a , Khalilifard, F.a , Faucette, M.e , Leake, B.a  Correlates of serious violent crime for recently released parolees with a history of homelessness (2012) Violence and Victims, 27 (5), pp. 793-810.","This study used baseline data on recently released paroled men who are homeless (N 5 157), residing in a residential drug treatment program, and enrolled in a longitudinal study to examine personal, developmental, and social correlates of parolees who are homeless and who have committed serious violent offenses.",<1> <2> <4> <4>
432,"Graham, K., Bernards., S., Flynn, A., Tremblay, P.F., Wells, S. Does the relationship between depression and intimate partner aggression vary by gender, victim-perpetrator role, and aggression severity (2012) Violence and Victims, 27 (5), pp. 730-743. Cited 1 time.","Research has shown a consistent link between intimate partner violence (IPV) and depression, although this association may vary by gender, role in IPV (victim, perpetrator, or bidirectional), and aggression severity.",<1> <2> <3> <4> <4> <5>
433,"Taylor, M.J., Wamser, R.A., Welch, D.Z., Nanney, J.T. Multidimensional self-esteem as a mediator of the relationship between sports participation and victimization: A study of african american girls (2012) Violence and Victims, 27 (3), pp. 434-452. Cited 1 time.",The purpose of this study that focused on African American high school girls was threefold.,<2> <1> <1> <1> <2> <4> <4> <4>
434,"Kim, Y.a , Corley, E.A.a , Scheufele, D.A.b  Classifying US nano-scientists: Of cautious innovators, regulators, and technology optimists (2012) Science and Public Policy, 39 (1), pp. 30-38. Cited 2 times.","Government regulations to address technological risks are important for the successful development and application of nanotechnology, but there is an ongoing debate in the USA about who is responsible for the regulation of nanotechnology.",<1> <2> <3> <4> <4> <6> <6> <6>
435,"Fortanet-GÃ³mez, I. Academics' beliefs about language use and proficiency in Spanish multilingual higher education (2012) AILA Review, 25 (1), pp. 48-63.","Today, more and more universities in Spain are starting to design language policies, usually including Spanish and English.",<1> <1> <2> <3> <3> <4>
436,"Wasarhaley, N.E., Simcic, T.A., Golding, J.M. Mock juror perception of sexual assault nurse examiner testimony (2012) Violence and Victims, 27 (4), pp. 500-511.",The perception of a sexual assault nurse examiner's (SANE) testimony in a criminal rape trial was investigated.,<1> <2> <4> <5>
437,"Visockyte, E. The need for civil service reform in Lithuania: Civil servants' position [Lietuvos valstybes tarnybos reformos poreikis valstybes tarnautoju poÅ¾iuriu] (2012) Public Policy and Administration, 11 (3), pp. 488-501.",The article presents the opinion of Lithuanian civil servants on the need for the ongoing national civil service reform.,<1> <1> <2> <3> <3> <3>
438,"Pivoras, S. Improving the competitive selection for civil service in Lithuania with respect to the challenges of good governance [Konkursines atrankos i Lietuvos valstybes tarnyba tobulinimas gero valdymo iÅ¡Å¡ukiu perspektyvoje] (2012) Public Policy and Administration, 11 (3), pp. 473-487.",Employee staffing and selection is one of the main elements of human resource management.,<1> <2> <3>
439,"Ghassemi, M. The impact of cooperative listening materials adaptation on listening comprehension performance of Iranian EFL learners (2013) English Language Teaching, 6 (2), pp. 45-54. Cited 1 time.",Listening comprehension has gained more prominence in EFL/ESL classes.,<1> <1> <1> <1> <2> <2> <3> <3> <3> <4> <4>
440,"Dobnik, M.K.a , Äagran, B.b , Rozman, J.C.c  The role and importance of movement and dance activities in the music educational process [Vloga in pomen gibalno-plesnih aktivnosti pri pouku glasbe] (2012) Didactica Slovenica - Pedagoska Obzorja, 27 (3-4), pp. 3-22.",The article presents the importance and role of movement and dance activities in the music educational process.,<1> <1> <3> <2> <4>
